id,hhb,hbo2,ca,na
10000,6.702434062555403,3.9030277836155687,7.6912239744930515,2.1244846370353185
10001,7.2351254163707335,2.0085230292425247,6.637268646201341,2.5007435809925136
10002,7.194458324361456,4.034779325489144,8.65325243914369,2.8355394691273537
10003,6.736887607543336,3.237782281674318,7.322124851017758,3.381923117661003
10004,5.105855266685623,2.639751796637265,6.914915580610327,2.288552846804225
10005,5.853418756775404,3.426268517098778,7.479362272919105,1.77928490336993
10006,7.728001278648986,1.7121697595882108,7.166994155499434,1.8728139928791223
10007,6.559249485808129,3.317004901119515,10.700394188036196,2.4670644741696095
10008,5.438419280135506,3.680949910322351,5.826652920432051,2.4855398463644622
10009,7.448039196152133,3.029086758923544,4.905593684876834,2.1072698044507203
10010,8.101756090354534,3.097547409577892,8.601294569701139,3.576728307769133
10011,7.450621979315784,2.443154641352599,3.085302390011565,3.6330625920876134
10012,7.677071215445655,2.935925851274034,7.75806760992031,1.6792687310721186
10013,5.965889056131979,3.5874639607514855,5.528488607971191,3.1437597435626485
10014,8.955173421344398,2.6830591851045082,5.535569227639495,1.4690725284623944
10015,3.8104385953258966,2.499392418306507,9.054054825674841,3.0770944845455865
10016,7.837942043471756,2.3496993613994177,6.094101797796771,3.1465611936760856
10017,7.35208524641228,2.858216651661733,7.193691087917051,1.8702066192636306
10018,9.081449026342945,3.1017703473425176,7.837958415048771,1.7388353920232653
10019,5.444314459722823,2.9225228071412945,5.449906798262937,1.152323101606285
10020,7.7615505449005155,2.7837651326155255,7.020820652185879,2.3994052378102184
10021,8.081626078572656,3.4819961515454634,7.973143883609914,2.1083765367652587
10022,9.583045966886822,4.23378472678963,8.294489663263535,3.7741987029172117
10023,5.444075941933292,3.379880071508352,9.467414299622806,2.891885409617269
10024,5.550633398927885,3.2551943161403085,8.565410548355066,2.1499499139778706
10025,8.773492838742577,3.0813541110735234,7.740371214684066,2.701049564294189
10026,8.711802730674776,2.517756319846816,4.237521553301538,2.602692686965518
10027,10.317130887664485,4.2478106959895765,9.346064180398095,3.3043185648249134
10028,1.9390333574464562,2.708057005524798,4.105405795448711,3.0391680534428978
10029,6.470157784889298,2.600601716647482,6.997299618622702,2.67879614037592
10030,3.732640259839555,2.587470754191171,4.986261283561642,2.3962085574042904
10031,6.774230358340108,2.866514803999508,5.576800538762957,1.7350703917772594
10032,12.53287319154963,3.081870893732596,8.982173459819737,2.961650922109233
10033,7.229558542557646,3.0082968888365627,6.2449546425988185,2.9600303318280936
10034,7.992615845320713,3.1746522059432567,6.531454943925951,2.8097211912015356
10035,5.546526812729889,2.294702648994563,6.438801302723569,2.516185314723968
10036,6.906548090328271,3.3565648060240796,6.883455404274384,3.183369914673297
10037,4.832061671154627,3.197919040414179,6.2868589941661845,3.4131589562072406
10038,8.17929814778318,3.243183614345104,7.681019218128279,3.9779796450474274
10039,6.888626330178051,2.183328444725669,7.637527582436595,2.3163031848084676
10040,2.5389067422354694,3.8859682863794953,9.254615846137495,2.0164563575721695
10041,5.312581751697472,3.668543963558014,9.904151001889757,2.576927829215556
10042,6.615074231087879,3.300697914816991,9.006039591576343,2.747830090799357
10043,8.866617487372768,2.3638928336826535,7.791996668265075,2.497346208643539
