id,hhb,hbo2,ca,na
10000,8.416481429765152,4.90500956979092,9.134304447225333,2.5602032293980237
10001,9.058957928503743,2.437096081786148,8.261444346703426,2.99169199664892
10002,9.32147731834369,5.086704635659247,10.70451159165495,3.4911341069060335
10003,8.441318862893116,4.313657366169921,8.952153005073276,4.325473538984859
10004,6.2069109288937,3.1125754470272193,9.14101603931727,3.11095537750659
10005,7.14499671629144,4.531426205242862,10.105417601883303,2.269727911719629
10006,9.228606914551026,2.1952875321566734,9.140336689136161,2.436611089450679
10007,8.33376274884451,4.202666493606351,13.156558860493215,2.5979300926743596
10008,6.866132094001398,4.647860189101165,7.706861239326183,3.2127448454385124
10009,9.260728268205789,3.7403601496511474,6.472236580483969,2.537231121241547
10010,10.126678295746547,4.139002626100952,10.495909008338959,4.668064228198437
10011,9.512226842638217,3.020379519260133,3.9203833420745076,4.596706810738063
10012,9.972270410305509,3.3773407558064608,9.701163483699098,2.2517696404744383
10013,7.389181109415493,4.500118920068756,6.733845032195797,4.0315119183102315
10014,11.26789842192715,3.1604016238191974,7.170104895523689,2.0294777157732935
10015,4.841171328091302,3.141825703618087,10.88738496638411,4.093814341891688
10016,10.095119836403068,3.0415918104744115,7.288234108735603,3.6453705871326703
10017,9.324703055689245,3.5569436101806735,8.808688837697394,2.2324755904144475
10018,11.421931996466101,3.9112468620192824,10.065238752532618,2.360827676748481
10019,6.732660091428633,3.7374715929629327,6.53474118198014,1.3852599917469517
10020,9.618579619351092,3.4881972076032977,8.372147007633396,3.335933020906638
10021,10.036131454237267,4.545983280922374,10.182798397537137,2.789399117235025
10022,12.047058697446879,5.17625428362581,9.636123217859383,4.815291338728474
10023,6.808171464783758,4.323510550875199,11.899056084403478,3.3307804233398377
10024,7.0559851668466385,4.374650535299835,9.990318204700479,3.111398275939031
10025,11.07159608607404,3.719523414042017,9.92961833017314,3.4395681598790633
10026,10.830765146938072,3.1896612151065096,5.13810639738587,3.284378091253567
10027,12.881467706920025,5.211169463445936,11.93076388985105,3.7944914647451595
10028,2.69723493889731,3.5845908891007525,4.922768796623668,3.765536034418492
10029,7.9924636666436095,3.4198055511021375,8.553519110651486,3.1902225932583046
10030,4.23987294463811,3.150430000202082,6.418244846817407,2.719371661311601
10031,8.317610214415902,3.551554670546633,7.48443198022097,2.013717077060384
10032,15.752045497084755,3.901160924292126,11.106965753241806,4.004138833279359
10033,8.93510072849238,3.800618984816056,7.106314384943021,3.999322056111909
10034,9.860089525924296,3.7814065776532013,8.046956508396235,3.64529356797407
10035,7.1099580618995395,2.96682505356301,7.846727550764206,3.153467052331501
10036,7.636761926763756,4.032045863533914,8.803819303745898,4.035908716484131
10037,5.840975722950166,4.047297509778472,7.265126570509304,4.097252656019664
10038,9.994107428411368,3.8842168279003,9.359208204728635,4.865768790924867
10039,8.534421038469118,2.5649877476632743,9.57931369724914,2.714277494632494
10040,3.110388735315366,4.793300118591232,11.343603215593046,2.637662106095652
10041,6.941564618742291,4.343307322071807,12.525336835544888,3.2938600834967726
10042,8.798105946294548,4.331719249709778,10.550518217363305,3.1290259924978825
10043,11.048283047579314,2.9035158925792013,9.371336234123362,3.107345058694811
10044,5.370658165958707,4.822025188772548,14.038573667801614,2.340605567534932
10045,6.817596865128192,3.2672837152623133,9.053751642796367,2.2900949914948683
10046,6.555583174750713,3.938561939716287,10.447324801086985,3.651076991325137
10047,7.813022473781066,3.6302941626035854,9.412192307483428,4.657241917075634
10048,6.728893569512885,3.2404044345515377,9.659346727072219,2.770833984728888
10049,6.577297936733441,5.724661484129247,10.484536041983835,1.3620997006950155
10050,7.4538436253917,3.522452459563398,11.547182856717424,0.3728811263328496
10051,8.84211685994435,5.325341509251781,9.256975928826702,2.685297631377101
10052,10.528862378634216,4.578053602294962,7.960684817217578,2.672732807198601
10053,5.213014068084976,3.4843169782801073,10.180607059374239,2.8495943307538485
10054,6.696115803227897,4.490924666521467,7.341555167009011,3.3361994857014263
10055,6.138072501799445,3.6615157504563287,8.362826276028837,6.316380068231737
10056,12.101848992483994,4.627991675807754,10.367018265359121,4.058036731403296
10057,7.775457882303817,4.534049052061689,6.288721955519338,4.757009549582676
10058,10.056659789035864,4.014922890919524,9.402828397603292,2.2623538615074903
10059,7.085894554208558,3.192928592372496,11.856288819054559,5.089388158384758
10060,9.647070274035109,3.2759743157543006,7.678549453021086,2.8358077146783724
10061,4.528602562556621,3.8671060000711175,6.9891066872580465,0.4495464524953644
10062,4.564920557396748,2.815282448759455,5.949122634402932,5.222762856294215
10063,13.524630829397625,3.9284242078090346,6.688172795985844,4.245658435454624
10064,7.429069763996803,3.139081652185399,12.896711508812974,3.722030254427894
10065,8.963811223296863,3.449752010625337,10.203384855535548,2.25298403274334
10066,8.709407104529696,3.382813757405386,7.975432383639282,3.1232843789647626
10067,6.9893476146240605,3.3032725140575057,6.768947956665768,3.5293688265533705
10068,9.697575090144467,4.909809169775469,10.43551430460546,3.156357131456539
10069,10.130108949277261,4.8379510304819835,11.859109005007006,3.4006105613845303
10070,7.163162582446967,4.785132078308033,8.784780027551855,3.1186886071260043
10071,-0.0003419787146733237,3.915547764739128,7.530823621360909,1.941272619528498
10072,8.691579136788663,3.8361231211161284,9.729257535835318,3.187039168193973
10073,8.102780850090623,3.608623113736032,8.665193466930122,2.8527977540845786
10074,6.554415815662354,3.778061666274187,7.899008944681842,4.064483649354307
10075,7.790042549093145,4.759563481694336,11.93532859495026,0.7428764316102481
10076,7.717196625435246,4.385982243261746,10.419275807540625,1.2913285249774538
10077,7.933344940507688,4.707059680944601,8.70295059672719,0.7651958342014814
10078,10.145576840870671,3.3686929828658574,9.706481016649601,2.8928405664240717
10079,8.29633901304898,3.541701927530336,9.903228332568009,3.1725073070416028
10080,6.553136600220465,3.8284239916498017,8.200241688733787,4.992497380815429
10081,6.687621653316954,4.118493768656622,6.882429087085361,3.6311422403544267
10082,11.059454248410931,5.394958572478274,14.90160587007989,3.1178897930153058
10083,6.732357077715899,3.3438880637000263,9.203899546958173,0.48613766614412096
10084,6.430550371876622,3.1861528277680593,9.050587560623399,3.9321625960539586
10085,11.975840386968033,3.889585532898602,3.6492888061119553,3.8647289255373733
